Accuracy,Precision,Recall,F1-score,Log Loss,Brier Score,AUC-ROC
0.8989830508474577,0.9153140437544107,0.8793220338983051,0.896957123098202,0.26247675433880824,0.07488046501450017,0.9605894857799484
0.8938983050847458,0.8868175765645806,0.9030508474576271,0.8948605979173664,0.26215810997405,0.07810226571698148,0.9599319735708131
0.9054237288135594,0.9035087719298246,0.9077966101694915,0.9056476158268515,0.23905511422933637,0.07068732502165517,0.9651713875323183
0.9071186440677966,0.9032907991940899,0.911864406779661,0.907557354925776,0.2338728538274814,0.06918345803747646,0.96736983625395
