Accuracy,Precision,Recall,F1-score,Log Loss,Brier Score,AUC-ROC
0.9047457627118644,0.9174825174825175,0.8894915254237288,0.9032702237521515,0.24946294345298367,0.07102888981580334,0.9641783395575984
0.8993220338983051,0.8921438082556591,0.9084745762711864,0.9002351360429963,0.2535516441521814,0.07461441775508423,0.9623896581442115
0.9101694915254237,0.9044117647058824,0.9172881355932203,0.9108044429485022,0.22847621431214055,0.06853765990836998,0.9681746624533181
0.9115254237288135,0.9068364611260054,0.9172881355932203,0.9120323559150657,0.23056278095581,0.06739668405015273,0.9695682849755818
